identifier:ID,:LABEL,name:string,technology:string,measurement:string,timepoint:string,material_id_1:string,material_name_1:string
OSD-679_OCT_MT362_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT362_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT360_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT360_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT355_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT355_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT357_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT357_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT364_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT364_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT362_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT362_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT360_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT360_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT353_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT353_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT355_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT355_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT357_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT357_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT239_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT239_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT241_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT241_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT246_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT246_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT242_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT242_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT248_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT248_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT239_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT239_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT241_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT241_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT246_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT246_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT242_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT242_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT248_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT248_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT211_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT211_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT212_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT212_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT213_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT213_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT214_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT214_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT215_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT215_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT216_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT216_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT217_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT217_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT211_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT211_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT212_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT212_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT213_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT213_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT214_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT214_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT215_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT215_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT216_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT216_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT217_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT217_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT245_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT245_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT240_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT240_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT244_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT244_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT245_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT245_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT240_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT240_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT244_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT244_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT130_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT130_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT131_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT131_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT132_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT132_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT135_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT135_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT137_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT137_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT138_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT138_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT131_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT131_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT132_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT132_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT135_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT135_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT137_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT137_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT138_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT138_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT320_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT320_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT322_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT322_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT336_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT336_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT320_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT320_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT322_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT322_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT319_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT319_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT330_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT330_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT329_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT329_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT335_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT335_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT321_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT321_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT330_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT330_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT329_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT329_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT335_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT335_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT321_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT321_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT363_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT363_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT361_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT361_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT359_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT359_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT328_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT328_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT363_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT363_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT365_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT365_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT359_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT359_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT328_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT328_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT267_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT267_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT269_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT269_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT270_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT270_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT267_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT267_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT269_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT269_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT270_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT270_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT278_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT278_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT279_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT279_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT280_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT280_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT278_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT278_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT279_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT279_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT280_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT280_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT259_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT259_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT261_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT261_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT263_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT263_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT264_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT264_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT265_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT265_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT266_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT266_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT259_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT259_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT261_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT261_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT263_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT263_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT264_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT264_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT265_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT265_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT266_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT266_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT271_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT271_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT272_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT272_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT273_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT273_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT274_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT274_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT275_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT275_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT276_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT276_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT277_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT277_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT271_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT271_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT272_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT272_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT273_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT273_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT274_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT274_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT275_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT275_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT276_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT276_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT277_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT277_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT07_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT07_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT25_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT25_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT35_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT35_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT07_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT07_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT25_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT25_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT35_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT35_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT24_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT24_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT36_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT36_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT42_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT42_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT149_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT149_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT151_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT151_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT153_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT153_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT155_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT155_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT158_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT158_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT301_OD_End_of_Recovery,Assay,Total Retinal Thickness assay for MT301_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004549,Right Eye
OSD-679_OCT_MT149_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT149_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT151_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT151_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT153_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT153_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT155_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT155_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT158_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT158_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT299_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT299_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
OSD-679_OCT_MT301_OS_End_of_Recovery,Assay,Total Retinal Thickness assay for MT301_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Recovery,UBERON:0004548,Left Eye
